GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2,ppron.Person.1,ppron.Person.2,ipron.Person.1,ipron.Person.2,article.Person.1,article.Person.2,prep.Person.1,prep.Person.2,negate.Person.1,negate.Person.2,adverb.Person.1,adverb.Person.2,auxverb.Person.1,auxverb.Person.2,conj.Person.1,conj.Person.2
gpt-4o_prompt4_false-presuppositions47_5,1,human,agent,0.71,26,222,7.69,2.25,3.85,4.5,11.54,4.95,7.69,12.61,3.85,0.9,3.85,3.6,11.54,4.95,7.69,7.21
gpt-4o_prompt0_false-presuppositions48_1,1,human,agent,0.71,59,317,5.08,0.63,3.39,5.99,16.95,9.46,11.86,14.2,1.69,1.26,5.08,3.79,6.78,5.05,15.25,6.31
gpt-4o_prompt0_false-presuppositions48_2,1,human,agent,0.72,64,203,6.25,1.48,3.13,5.91,15.63,7.39,10.94,14.29,3.13,1.97,7.81,5.91,7.81,6.4,14.06,6.9
gpt-4o_prompt0_false-presuppositions48_3,1,human,agent,0.75,64,192,6.25,1.04,3.13,5.21,15.63,8.33,10.94,12.5,3.13,2.6,7.81,4.69,7.81,6.77,14.06,7.81
gpt-4o_prompt0_false-presuppositions48_4,1,human,agent,0.75,64,177,6.25,1.13,3.13,6.78,15.63,7.34,10.94,11.86,3.13,2.82,7.81,6.21,7.81,8.47,14.06,7.34
gpt-4o_prompt0_false-presuppositions48_5,1,human,agent,0.75,64,203,6.25,1.48,3.13,5.91,15.63,8.87,10.94,14.29,3.13,2.46,7.81,4.93,7.81,6.4,14.06,8.37
gpt-4o_prompt1_false-presuppositions48_1,1,human,agent,0.77,59,291,5.08,1.03,3.39,5.84,16.95,9.28,11.86,13.75,1.69,1.37,5.08,4.81,6.78,6.87,15.25,6.19
gpt-4o_prompt1_false-presuppositions48_2,1,human,agent,0.75,64,170,6.25,1.76,3.13,6.47,15.63,8.82,10.94,12.35,3.13,2.94,7.81,5.29,7.81,7.06,14.06,4.71
gpt-4o_prompt1_false-presuppositions48_3,1,human,agent,0.73,64,189,6.25,1.59,3.13,4.76,15.63,9.52,10.94,13.23,3.13,2.65,7.81,3.7,7.81,5.82,14.06,5.29
gpt-4o_prompt1_false-presuppositions48_4,1,human,agent,0.71,64,215,6.25,2.33,3.13,5.58,15.63,8.84,10.94,13.49,3.13,2.33,7.81,3.26,7.81,6.05,14.06,4.19
gpt-4o_prompt1_false-presuppositions48_5,1,human,agent,0.71,64,228,6.25,2.19,3.13,5.26,15.63,9.65,10.94,14.04,3.13,2.19,7.81,3.51,7.81,5.26,14.06,5.26
gpt-4o_prompt2_false-presuppositions48_1,1,human,agent,0.79,59,141,5.08,4.26,3.39,10.64,16.95,8.51,11.86,11.35,1.69,2.13,5.08,8.51,6.78,9.22,15.25,10.64
gpt-4o_prompt2_false-presuppositions48_2,1,human,agent,0.76,64,175,6.25,1.71,3.13,10.86,15.63,8.57,10.94,12,3.13,3.43,7.81,6.86,7.81,9.71,14.06,8.57
gpt-4o_prompt2_false-presuppositions48_3,1,human,agent,0.80,64,207,6.25,2.42,3.13,5.8,15.63,10.63,10.94,13.04,3.13,2.42,7.81,8.21,7.81,7.25,14.06,5.8
gpt-4o_prompt2_false-presuppositions48_4,1,human,agent,0.77,64,221,6.25,3.17,3.13,8.14,15.63,9.95,10.94,14.93,3.13,2.26,7.81,5.88,7.81,8.14,14.06,6.33
gpt-4o_prompt2_false-presuppositions48_5,1,human,agent,0.79,64,228,6.25,3.07,3.13,8.33,15.63,8.77,10.94,14.04,3.13,2.63,7.81,6.58,7.81,7.46,14.06,7.89
gpt-4o_prompt3_false-presuppositions48_1,1,human,agent,0.71,59,147,5.08,0.68,3.39,6.8,16.95,10.2,11.86,13.61,1.69,0.68,5.08,5.44,6.78,5.44,15.25,7.48
gpt-4o_prompt3_false-presuppositions48_2,1,human,agent,0.74,64,184,6.25,1.09,3.13,4.89,15.63,9.24,10.94,11.41,3.13,2.17,7.81,5.43,7.81,4.35,14.06,8.15
gpt-4o_prompt3_false-presuppositions48_3,1,human,agent,0.68,64,194,6.25,0.52,3.13,7.22,15.63,8.25,10.94,13.92,3.13,2.06,7.81,5.15,7.81,6.19,14.06,6.7
gpt-4o_prompt3_false-presuppositions48_4,1,human,agent,0.73,64,194,6.25,0.52,3.13,7.73,15.63,9.28,10.94,12.89,3.13,2.58,7.81,5.67,7.81,7.73,14.06,7.73
gpt-4o_prompt3_false-presuppositions48_5,1,human,agent,0.67,64,199,6.25,0.5,3.13,7.04,15.63,9.55,10.94,14.57,3.13,2.01,7.81,4.52,7.81,5.53,14.06,6.03
gpt-4o_prompt4_false-presuppositions48_1,1,human,agent,0.72,59,117,5.08,0.85,3.39,7.69,16.95,10.26,11.86,11.11,1.69,3.42,5.08,9.4,6.78,6.84,15.25,10.26
gpt-4o_prompt4_false-presuppositions48_2,1,human,agent,0.79,64,209,6.25,0.96,3.13,6.7,15.63,12.92,10.94,11,3.13,2.87,7.81,5.74,7.81,6.22,14.06,9.09
gpt-4o_prompt4_false-presuppositions48_3,1,human,agent,0.80,64,230,6.25,2.61,3.13,6.96,15.63,11.74,10.94,12.17,3.13,2.17,7.81,6.52,7.81,6.52,14.06,7.83
gpt-4o_prompt4_false-presuppositions48_4,1,human,agent,0.80,64,199,6.25,2.01,3.13,7.54,15.63,11.06,10.94,12.06,3.13,3.02,7.81,6.53,7.81,8.04,14.06,7.04
gpt-4o_prompt4_false-presuppositions48_5,1,human,agent,0.81,64,204,6.25,1.96,3.13,7.35,15.63,10.29,10.94,10.29,3.13,2.45,7.81,8.33,7.81,7.84,14.06,9.8
gpt-4o_prompt0_false-presuppositions49_1,1,human,agent,0.67,15,336,6.67,1.79,0,2.68,6.67,4.46,20,13.99,0,0,13.33,3.87,6.67,5.36,6.67,6.25
gpt-4o_prompt0_false-presuppositions49_2,1,human,agent,0.31,20,207,15,1.93,5,3.38,0,1.93,20,12.08,5,0.48,0,4.35,10,3.38,0,6.28
gpt-4o_prompt0_false-presuppositions49_3,1,human,agent,0.43,15,214,0,1.87,0,3.74,0,4.21,26.67,13.55,6.67,1.4,6.67,4.21,6.67,3.74,6.67,7.48
gpt-4o_prompt0_false-presuppositions49_4,1,human,agent,0.42,33,221,12.12,4.52,9.09,2.26,0,4.98,3.03,9.5,0,0.9,21.21,4.52,12.12,6.79,6.06,8.14
gpt-4o_prompt0_false-presuppositions49_5,1,human,agent,0.49,28,230,10.71,4.35,7.14,5.22,0,2.61,10.71,12.17,0,0.87,10.71,3.48,17.86,5.22,3.57,7.83
gpt-4o_prompt1_false-presuppositions49_1,1,human,agent,0.57,15,355,6.67,2.25,0,2.82,6.67,5.35,20,14.93,0,0.56,13.33,3.66,6.67,5.63,6.67,7.61
gpt-4o_prompt1_false-presuppositions49_2,1,human,agent,0.39,20,220,15,4.55,5,3.64,0,5,20,13.18,5,0.91,0,5.45,10,5.45,0,10.45
gpt-4o_prompt1_false-presuppositions49_3,1,human,agent,0.40,15,224,0,2.23,0,4.02,0,3.57,26.67,14.73,6.67,0.89,6.67,2.23,6.67,4.02,6.67,7.14
gpt-4o_prompt1_false-presuppositions49_4,1,human,agent,0.42,33,237,12.12,5.06,9.09,2.95,0,5.06,3.03,11.39,0,1.27,21.21,5.06,12.12,5.06,6.06,7.59
gpt-4o_prompt1_false-presuppositions49_5,1,human,agent,0.49,28,235,10.71,4.68,7.14,3.83,0,4.68,10.71,12.34,0,0.43,10.71,5.11,17.86,5.96,3.57,9.36
gpt-4o_prompt2_false-presuppositions49_1,1,human,agent,0.58,15,204,6.67,3.43,0,3.92,6.67,5.88,20,14.71,0,0.49,13.33,5.39,6.67,3.43,6.67,8.33
gpt-4o_prompt2_false-presuppositions49_2,1,human,agent,0.38,20,241,15,2.9,5,7.47,0,8.71,20,13.28,5,1.24,0,5.81,10,5.39,0,7.05
gpt-4o_prompt2_false-presuppositions49_3,1,human,agent,0.41,15,241,0,1.66,0,4.15,0,5.81,26.67,17.01,6.67,0.41,6.67,2.07,6.67,6.22,6.67,7.47
gpt-4o_prompt2_false-presuppositions49_4,1,human,agent,0.45,33,244,12.12,3.69,9.09,3.28,0,6.15,3.03,9.43,0,1.64,21.21,5.74,12.12,8.61,6.06,8.2
gpt-4o_prompt2_false-presuppositions49_5,1,human,agent,0.56,28,242,10.71,4.13,7.14,6.2,0,5.37,10.71,11.16,0,2.07,10.71,6.2,17.86,10.33,3.57,8.68
gpt-4o_prompt3_false-presuppositions49_1,1,human,agent,0.52,15,136,6.67,1.47,0,3.68,6.67,3.68,20,17.65,0,0.74,13.33,3.68,6.67,4.41,6.67,7.35
gpt-4o_prompt3_false-presuppositions49_2,1,human,agent,0.30,20,201,15,1.49,5,1.99,0,4.98,20,12.94,5,0.5,0,6.97,10,4.98,0,9.45
gpt-4o_prompt3_false-presuppositions49_3,1,human,agent,0.37,15,216,0,2.78,0,2.31,0,5.09,26.67,12.04,6.67,0.93,6.67,2.31,6.67,4.17,6.67,9.72
gpt-4o_prompt3_false-presuppositions49_4,1,human,agent,0.35,33,222,12.12,1.8,9.09,2.25,0,5.86,3.03,15.32,0,0.45,21.21,5.41,12.12,4.5,6.06,8.56
gpt-4o_prompt3_false-presuppositions49_5,1,human,agent,0.54,28,230,10.71,3.91,7.14,5.22,0,4.78,10.71,11.74,0,0.87,10.71,7.39,17.86,6.96,3.57,8.7
gpt-4o_prompt4_false-presuppositions49_1,1,human,agent,0.66,15,101,6.67,0.99,0,2.97,6.67,4.95,20,14.85,0,0,13.33,6.93,6.67,4.95,6.67,9.9
gpt-4o_prompt4_false-presuppositions49_2,1,human,agent,0.39,20,188,15,4.79,5,4.26,0,7.45,20,14.89,5,0.53,0,6.38,10,5.32,0,7.45
gpt-4o_prompt4_false-presuppositions49_3,1,human,agent,0.39,15,201,0,1.99,0,2.99,0,6.47,26.67,14.43,6.67,1,6.67,1.99,6.67,3.48,6.67,6.97
gpt-4o_prompt4_false-presuppositions49_4,1,human,agent,0.43,33,234,12.12,3.85,9.09,2.99,0,6.41,3.03,14.1,0,1.28,21.21,4.27,12.12,7.69,6.06,5.98
gpt-4o_prompt4_false-presuppositions49_5,1,human,agent,0.56,28,229,10.71,4.37,7.14,4.8,0,5.68,10.71,10.92,0,1.75,10.71,6.11,17.86,11.35,3.57,8.73
gpt-4o_prompt0_false-presuppositions5_1,1,human,agent,0.61,28,355,10.71,1.97,10.71,3.1,3.57,3.94,10.71,14.65,3.57,0.28,17.86,3.38,7.14,6.48,10.71,8.45
gpt-4o_prompt0_false-presuppositions5_2,1,human,agent,0.46,18,206,11.11,3.4,5.56,1.46,5.56,3.88,5.56,13.11,5.56,0.49,5.56,2.91,11.11,3.88,0,9.71
gpt-4o_prompt0_false-presuppositions5_3,1,human,agent,0.55,26,213,7.69,3.29,11.54,3.29,0,3.76,7.69,10.33,3.85,0.94,7.69,3.29,11.54,4.23,11.54,10.33
gpt-4o_prompt0_false-presuppositions5_4,1,human,agent,0.78,29,224,6.9,4.46,6.9,4.02,6.9,5.36,17.24,14.29,0,0,6.9,3.57,10.34,5.36,3.45,8.93
gpt-4o_prompt0_false-presuppositions5_5,1,human,agent,0.53,25,231,12,3.03,20,5.63,0,4.76,8,14.29,4,0.87,8,5.63,12,7.36,4,6.93
gpt-4o_prompt1_false-presuppositions5_1,1,human,agent,0.62,28,279,10.71,5.38,10.71,2.87,3.57,5.02,10.71,13.62,3.57,0.36,17.86,3.23,7.14,5.02,10.71,8.24
gpt-4o_prompt1_false-presuppositions5_2,1,human,agent,0.54,18,190,11.11,3.68,5.56,3.16,5.56,6.84,5.56,13.16,5.56,1.58,5.56,2.11,11.11,5.26,0,7.37
gpt-4o_prompt1_false-presuppositions5_3,1,human,agent,0.57,26,234,7.69,7.69,11.54,2.56,0,2.56,7.69,15.81,3.85,0.85,7.69,4.27,11.54,4.27,11.54,10.26
gpt-4o_prompt1_false-presuppositions5_4,1,human,agent,0.76,29,227,6.9,6.17,6.9,4.85,6.9,7.05,17.24,14.54,0,0.88,6.9,5.29,10.34,6.17,3.45,5.29
gpt-4o_prompt1_false-presuppositions5_5,1,human,agent,0.54,25,233,12,3.86,20,6.44,0,5.58,8,12.02,4,1.72,8,3.43,12,6.44,4,7.73
gpt-4o_prompt2_false-presuppositions5_1,1,human,agent,0.75,28,204,10.71,8.82,10.71,7.35,3.57,6.86,10.71,17.16,3.57,1.47,17.86,3.43,7.14,5.88,10.71,10.78
gpt-4o_prompt2_false-presuppositions5_2,1,human,agent,0.63,18,195,11.11,5.13,5.56,7.69,5.56,6.67,5.56,15.38,5.56,1.54,5.56,6.15,11.11,6.15,0,6.67
gpt-4o_prompt2_false-presuppositions5_3,1,human,agent,0.75,26,210,7.69,7.14,11.54,9.52,0,2.38,7.69,11.43,3.85,2.86,7.69,3.81,11.54,9.05,11.54,10
gpt-4o_prompt2_false-presuppositions5_4,1,human,agent,0.73,29,217,6.9,5.53,6.9,9.68,6.9,5.99,17.24,13.82,0,0.92,6.9,4.61,10.34,9.68,3.45,8.76
gpt-4o_prompt2_false-presuppositions5_5,1,human,agent,0.60,25,233,12,6.44,20,8.15,0,5.15,8,14.59,4,2.15,8,4.72,12,7.73,4,9.01
gpt-4o_prompt3_false-presuppositions5_1,1,human,agent,0.55,28,230,10.71,3.91,10.71,3.91,3.57,6.09,10.71,17.83,3.57,0,17.86,2.17,7.14,4.35,10.71,8.26
gpt-4o_prompt3_false-presuppositions5_2,1,human,agent,0.50,18,208,11.11,2.88,5.56,2.4,5.56,5.29,5.56,15.38,5.56,1.44,5.56,1.92,11.11,3.85,0,8.65
gpt-4o_prompt3_false-presuppositions5_3,1,human,agent,0.61,26,223,7.69,4.48,11.54,3.59,0,3.59,7.69,9.87,3.85,1.79,7.69,3.59,11.54,4.48,11.54,10.31
gpt-4o_prompt3_false-presuppositions5_4,1,human,agent,0.70,29,224,6.9,7.14,6.9,4.91,6.9,4.46,17.24,13.84,0,1.34,6.9,3.57,10.34,7.59,3.45,8.04
gpt-4o_prompt3_false-presuppositions5_5,1,human,agent,0.56,25,238,12,5.04,20,4.62,0,4.62,8,13.03,4,2.52,8,3.78,12,5.88,4,8.4
gpt-4o_prompt4_false-presuppositions5_1,1,human,agent,0.67,28,115,10.71,6.09,10.71,6.96,3.57,6.09,10.71,13.91,3.57,0.87,17.86,1.74,7.14,4.35,10.71,8.7
gpt-4o_prompt4_false-presuppositions5_2,1,human,agent,0.65,18,187,11.11,5.88,5.56,6.42,5.56,6.42,5.56,12.83,5.56,1.6,5.56,5.35,11.11,4.81,0,6.42
gpt-4o_prompt4_false-presuppositions5_3,1,human,agent,0.64,26,230,7.69,5.22,11.54,5.22,0,6.09,7.69,15.65,3.85,2.61,7.69,4.78,11.54,5.65,11.54,8.26
gpt-4o_prompt4_false-presuppositions5_4,1,human,agent,0.76,29,234,6.9,6.84,6.9,8.12,6.9,5.13,17.24,14.53,0,1.28,6.9,5.98,10.34,8.97,3.45,10.26
gpt-4o_prompt4_false-presuppositions5_5,1,human,agent,0.57,25,235,12,3.83,20,9.36,0,5.53,8,13.62,4,2.13,8,3.83,12,8.51,4,10.21
gpt-4o_prompt0_false-presuppositions50_1,1,human,agent,0.54,22,356,4.55,0.28,4.55,1.97,13.64,6.46,18.18,17.7,0,0.28,0,1.69,4.55,4.21,4.55,4.78
gpt-4o_prompt0_false-presuppositions50_2,1,human,agent,0.46,21,163,14.29,1.23,4.76,1.84,9.52,7.98,9.52,13.5,0,1.84,4.76,1.84,14.29,6.75,0,6.75
gpt-4o_prompt0_false-presuppositions50_3,1,human,agent,0.58,20,196,0,1.53,15,2.55,5,8.16,10,10.71,5,2.55,10,2.04,10,6.12,5,6.63
gpt-4o_prompt0_false-presuppositions50_4,1,human,agent,0.46,22,183,9.09,2.19,13.64,4.37,0,6.01,18.18,10.93,4.55,2.73,4.55,1.64,13.64,9.29,0,5.46
gpt-4o_prompt0_false-presuppositions50_5,1,human,agent,0.53,29,212,17.24,4.72,6.9,3.3,3.45,4.25,20.69,11.79,0,0.94,6.9,3.77,10.34,7.55,0,7.08
gpt-4o_prompt1_false-presuppositions50_1,1,human,agent,0.56,22,354,4.55,0.28,4.55,3.39,13.64,6.5,18.18,15.82,0,0.28,0,1.41,4.55,5.08,4.55,4.8
gpt-4o_prompt1_false-presuppositions50_2,1,human,agent,0.43,21,172,14.29,1.16,4.76,2.33,9.52,8.14,9.52,13.95,0,2.33,4.76,1.16,14.29,4.65,0,6.4
gpt-4o_prompt1_false-presuppositions50_3,1,human,agent,0.55,20,208,0,1.92,15,3.37,5,9.13,10,11.54,5,1.92,10,0.96,10,6.73,5,6.73
gpt-4o_prompt1_false-presuppositions50_4,1,human,agent,0.48,22,187,9.09,1.07,13.64,4.28,0,6.95,18.18,12.3,4.55,3.21,4.55,3.21,13.64,7.49,0,6.95
gpt-4o_prompt1_false-presuppositions50_5,1,human,agent,0.49,29,222,17.24,4.95,6.9,4.05,3.45,4.05,20.69,11.26,0,0.45,6.9,0.9,10.34,7.66,0,8.56
gpt-4o_prompt2_false-presuppositions50_1,1,human,agent,0.61,22,158,4.55,3.16,4.55,6.96,13.64,6.96,18.18,14.56,0,0.63,0,2.53,4.55,5.06,4.55,6.96
gpt-4o_prompt2_false-presuppositions50_2,1,human,agent,0.52,21,199,14.29,2.51,4.76,4.52,9.52,5.53,9.52,12.06,0,1.51,4.76,2.01,14.29,7.54,0,6.53
gpt-4o_prompt2_false-presuppositions50_3,1,human,agent,0.60,20,193,0,3.63,15,5.7,5,7.77,10,13.99,5,1.55,10,3.63,10,7.25,5,7.77
gpt-4o_prompt2_false-presuppositions50_4,1,human,agent,0.49,22,200,9.09,1.5,13.64,5,0,7,18.18,14,4.55,2.5,4.55,2.5,13.64,9.5,0,7
gpt-4o_prompt2_false-presuppositions50_5,1,human,agent,0.58,29,222,17.24,7.66,6.9,4.05,3.45,5.41,20.69,12.61,0,1.35,6.9,4.5,10.34,9.46,0,7.21
gpt-4o_prompt3_false-presuppositions50_1,1,human,agent,0.49,22,235,4.55,0,4.55,2.13,13.64,6.38,18.18,16.17,0,0.43,0,1.7,4.55,5.11,4.55,7.23
gpt-4o_prompt3_false-presuppositions50_2,1,human,agent,0.42,21,155,14.29,1.29,4.76,1.29,9.52,6.45,9.52,12.26,0,1.94,4.76,1.29,14.29,6.45,0,7.1
gpt-4o_prompt3_false-presuppositions50_3,1,human,agent,0.56,20,192,0,1.56,15,2.6,5,6.77,10,13.02,5,2.08,10,1.56,10,6.25,5,7.29
gpt-4o_prompt3_false-presuppositions50_4,1,human,agent,0.44,22,192,9.09,0.52,13.64,4.69,0,8.33,18.18,14.06,4.55,3.13,4.55,1.56,13.64,7.81,0,5.21
gpt-4o_prompt3_false-presuppositions50_5,1,human,agent,0.48,29,218,17.24,3.21,6.9,3.21,3.45,4.59,20.69,11.47,0,0.92,6.9,2.29,10.34,7.34,0,9.17
gpt-4o_prompt4_false-presuppositions50_1,1,human,agent,0.55,22,87,4.55,1.15,4.55,5.75,13.64,8.05,18.18,12.64,0,1.15,0,5.75,4.55,8.05,4.55,6.9
gpt-4o_prompt4_false-presuppositions50_2,1,human,agent,0.52,21,141,14.29,1.42,4.76,3.55,9.52,8.51,9.52,14.89,0,2.13,4.76,2.13,14.29,8.51,0,7.09
gpt-4o_prompt4_false-presuppositions50_3,1,human,agent,0.67,20,172,0,2.91,15,5.81,5,8.14,10,9.88,5,3.49,10,2.91,10,10.47,5,8.14
gpt-4o_prompt4_false-presuppositions50_4,1,human,agent,0.48,22,182,9.09,1.65,13.64,3.85,0,8.24,18.18,14.29,4.55,2.75,4.55,2.2,13.64,9.34,0,7.14
gpt-4o_prompt4_false-presuppositions50_5,1,human,agent,0.55,29,202,17.24,6.93,6.9,3.47,3.45,4.95,20.69,11.39,0,1.98,6.9,3.47,10.34,9.9,0,9.9
gpt-4o_prompt0_false-presuppositions51_1,1,human,agent,0.47,22,367,4.55,0.27,4.55,4.36,9.09,5.45,22.73,11.17,4.55,0.27,4.55,1.63,9.09,4.36,0,5.99
gpt-4o_prompt0_false-presuppositions51_2,1,human,agent,0.52,24,168,8.33,0,4.17,2.98,8.33,4.17,16.67,11.31,4.17,0.6,8.33,1.19,12.5,6.55,4.17,8.93
gpt-4o_prompt0_false-presuppositions51_3,1,human,agent,0.57,27,220,7.41,0,14.81,4.09,3.7,5.91,22.22,13.64,3.7,0,3.7,5.91,7.41,7.27,7.41,9.55
gpt-4o_prompt0_false-presuppositions51_4,1,human,agent,0.57,25,238,8,0.84,8,2.94,4,8.82,12,11.76,4,0,4,5.46,12,8.4,4,9.66
gpt-4o_prompt0_false-presuppositions51_5,1,human,agent,0.64,23,230,13.04,1.3,8.7,5.22,8.7,7.39,13.04,10.87,0,0.43,8.7,5.22,13.04,9.13,4.35,6.96
gpt-4o_prompt1_false-presuppositions51_1,1,human,agent,0.55,22,217,4.55,1.38,4.55,2.3,9.09,4.61,22.73,12.44,4.55,0.46,4.55,2.76,9.09,8.29,0,9.22
gpt-4o_prompt1_false-presuppositions51_2,1,human,agent,0.68,24,220,8.33,0.91,4.17,4.09,8.33,3.64,16.67,11.36,4.17,1.36,8.33,5,12.5,9.55,4.17,7.27
gpt-4o_prompt1_false-presuppositions51_3,1,human,agent,0.71,27,234,7.41,0.85,14.81,5.13,3.7,5.98,22.22,11.97,3.7,1.71,3.7,3.42,7.41,8.55,7.41,8.12
gpt-4o_prompt1_false-presuppositions51_4,1,human,agent,0.68,25,241,8,2.07,8,4.15,4,7.88,12,13.28,4,0.41,4,4.56,12,9.96,4,7.05
gpt-4o_prompt1_false-presuppositions51_5,1,human,agent,0.64,23,242,13.04,2.07,8.7,5.79,8.7,8.26,13.04,12.4,0,0.41,8.7,4.13,13.04,8.26,4.35,8.26
gpt-4o_prompt2_false-presuppositions51_1,1,human,agent,0.67,22,106,4.55,4.72,4.55,5.66,9.09,5.66,22.73,12.26,4.55,0.94,4.55,2.83,9.09,10.38,0,8.49
gpt-4o_prompt2_false-presuppositions51_2,1,human,agent,0.82,24,229,8.33,5.24,4.17,3.49,8.33,6.11,16.67,14.41,4.17,1.75,8.33,5.68,12.5,13.54,4.17,6.55
gpt-4o_prompt2_false-presuppositions51_3,1,human,agent,0.69,27,247,7.41,2.83,14.81,5.67,3.7,8.1,22.22,14.98,3.7,1.21,3.7,6.07,7.41,10.53,7.41,8.5
gpt-4o_prompt2_false-presuppositions51_4,1,human,agent,0.79,25,244,8,4.92,8,6.97,4,7.79,12,12.3,4,1.23,4,5.74,12,9.02,4,6.15
gpt-4o_prompt2_false-presuppositions51_5,1,human,agent,0.74,23,251,13.04,4.38,8.7,7.57,8.7,9.96,13.04,11.95,0,1.99,8.7,8.76,13.04,9.96,4.35,7.97
gpt-4o_prompt3_false-presuppositions51_1,1,human,agent,0.43,22,220,4.55,0.45,4.55,3.64,9.09,4.55,22.73,11.82,4.55,0.45,4.55,0.45,9.09,4.55,0,6.36
gpt-4o_prompt3_false-presuppositions51_2,1,human,agent,0.60,24,166,8.33,0.6,4.17,4.82,8.33,6.02,16.67,10.84,4.17,1.2,8.33,1.2,12.5,6.02,4.17,6.63
gpt-4o_prompt3_false-presuppositions51_3,1,human,agent,0.64,27,198,7.41,1.01,14.81,4.55,3.7,7.07,22.22,13.64,3.7,0.51,3.7,3.03,7.41,8.59,7.41,8.59
gpt-4o_prompt3_false-presuppositions51_4,1,human,agent,0.69,25,207,8,1.45,8,4.83,4,6.28,12,12.56,4,0.48,4,3.86,12,8.7,4,8.21
gpt-4o_prompt3_false-presuppositions51_5,1,human,agent,0.60,23,221,13.04,2.26,8.7,4.52,8.7,5.43,13.04,11.31,0,0.9,8.7,4.07,13.04,9.95,4.35,9.95
gpt-4o_prompt4_false-presuppositions51_1,1,human,agent,0.60,22,111,4.55,0.9,4.55,4.5,9.09,5.41,22.73,15.32,4.55,0.9,4.55,2.7,9.09,7.21,0,4.5
gpt-4o_prompt4_false-presuppositions51_2,1,human,agent,0.67,24,204,8.33,2.45,4.17,5.88,8.33,6.86,16.67,10.78,4.17,0.49,8.33,3.43,12.5,10.78,4.17,7.84
gpt-4o_prompt4_false-presuppositions51_3,1,human,agent,0.68,27,234,7.41,1.71,14.81,6.41,3.7,6.84,22.22,12.82,3.7,0.85,3.7,3.85,7.41,13.25,7.41,7.69
gpt-4o_prompt4_false-presuppositions51_4,1,human,agent,0.66,25,222,8,2.25,8,4.5,4,7.21,12,9.01,4,0.45,4,6.31,12,11.71,4,9.01
gpt-4o_prompt4_false-presuppositions51_5,1,human,agent,0.72,23,231,13.04,3.9,8.7,7.36,8.7,6.49,13.04,12.12,0,2.16,8.7,8.23,13.04,10.39,4.35,8.66
gpt-4o_prompt0_false-presuppositions52_1,1,human,agent,0.54,32,355,3.13,1.97,9.38,3.38,9.38,8.17,9.38,12.68,0,0.28,9.38,2.82,9.38,5.63,0,6.2
gpt-4o_prompt0_false-presuppositions52_2,1,human,agent,0.57,24,206,12.5,1.46,8.33,3.4,4.17,4.85,16.67,15.53,0,0,8.33,2.43,12.5,3.4,0,4.85
gpt-4o_prompt0_false-presuppositions52_3,1,human,agent,0.64,26,223,3.85,2.69,11.54,4.93,7.69,4.93,3.85,12.11,3.85,0.45,7.69,2.69,7.69,4.93,7.69,6.28
gpt-4o_prompt0_false-presuppositions52_4,1,human,agent,0.74,30,239,6.67,4.18,6.67,5.44,10,7.53,16.67,11.3,3.33,0.42,6.67,4.18,3.33,4.6,3.33,5.44
gpt-4o_prompt0_false-presuppositions52_5,1,human,agent,0.63,29,230,6.9,4.35,10.34,4.35,0,6.96,20.69,13.04,0,0,10.34,4.35,10.34,3.48,3.45,5.22
gpt-4o_prompt1_false-presuppositions52_1,1,human,agent,0.52,32,365,3.13,1.1,9.38,4.38,9.38,7.95,9.38,12.33,0,1.1,9.38,3.29,9.38,5.48,0,5.21
gpt-4o_prompt1_false-presuppositions52_2,1,human,agent,0.52,24,199,12.5,2.01,8.33,4.02,4.17,5.03,16.67,14.57,0,0.5,8.33,6.03,12.5,4.52,0,5.53
gpt-4o_prompt1_false-presuppositions52_3,1,human,agent,0.76,26,216,3.85,3.7,11.54,5.09,7.69,6.02,3.85,10.65,3.85,0.93,7.69,5.56,7.69,6.02,7.69,7.87
gpt-4o_prompt1_false-presuppositions52_4,1,human,agent,0.76,30,208,6.67,4.81,6.67,5.29,10,8.65,16.67,10.58,3.33,1.44,6.67,3.37,3.33,5.77,3.33,7.21
gpt-4o_prompt1_false-presuppositions52_5,1,human,agent,0.50,29,216,6.9,5.56,10.34,5.09,0,6.48,20.69,9.26,0,0.93,10.34,3.7,10.34,3.7,3.45,5.56
gpt-4o_prompt2_false-presuppositions52_1,1,human,agent,0.58,32,191,3.13,5.24,9.38,6.28,9.38,5.24,9.38,14.66,0,1.57,9.38,5.76,9.38,6.81,0,4.71
gpt-4o_prompt2_false-presuppositions52_2,1,human,agent,0.57,24,202,12.5,5.94,8.33,4.95,4.17,5.94,16.67,12.38,0,0.5,8.33,4.95,12.5,7.43,0,9.9
gpt-4o_prompt2_false-presuppositions52_3,1,human,agent,0.79,26,211,3.85,5.21,11.54,8.06,7.69,6.16,3.85,10.43,3.85,0.95,7.69,5.69,7.69,8.06,7.69,7.58
gpt-4o_prompt2_false-presuppositions52_4,1,human,agent,0.78,30,235,6.67,4.68,6.67,5.53,10,8.51,16.67,9.79,3.33,1.7,6.67,5.11,3.33,7.23,3.33,6.81
gpt-4o_prompt2_false-presuppositions52_5,1,human,agent,0.53,29,234,6.9,6.41,10.34,5.56,0,8.12,20.69,8.97,0,1.71,10.34,3.42,10.34,7.69,3.45,7.26
